qmof_id,name_x,info.formula,info.formula_reduced,info.mofid.mofid,info.mofid.mofkey,info.mofid.smiles_nodes,info.mofid.smiles_linkers,info.mofid.smiles,info.mofid.topology,info.natoms,info.pld,info.lcd,info.density,info.volume,info.symmetry.spacegroup,info.symmetry.spacegroup_number,info.symmetry.spacegroup_crystal,info.symmetry.pointgroup,info.synthesized,info.source,info.doi,inputs.pbe.theory,inputs.pbe.pseudopotentials,inputs.pbe.encut,inputs.pbe.kpoints,inputs.pbe.gamma,inputs.pbe.spin,outputs.pbe.energy_total,outputs.pbe.energy_vdw,outputs.pbe.energy_elec,outputs.pbe.net_magmom,outputs.pbe.bandgap,outputs.pbe.cbm,outputs.pbe.vbm,outputs.pbe.directgap,outputs.pbe.bandgap_spins,outputs.pbe.cbm_spins,outputs.pbe.vbm_spins,outputs.pbe.directgap_spins,inputs.hle17.theory,inputs.hle17.pseudopotentials,inputs.hle17.encut,inputs.hle17.kpoints,inputs.hle17.gamma,inputs.hle17.spin,inputs.hse06_10hf.theory,inputs.hse06_10hf.pseudopotentials,inputs.hse06_10hf.encut,inputs.hse06_10hf.kpoints,inputs.hse06_10hf.gamma,inputs.hse06_10hf.spin,inputs.hse06.theory,inputs.hse06.pseudopotentials,inputs.hse06.encut,inputs.hse06.kpoints,inputs.hse06.gamma,inputs.hse06.spin,outputs.hle17.energy_total,outputs.hle17.energy_vdw,outputs.hle17.energy_elec,outputs.hle17.net_magmom,outputs.hle17.bandgap,outputs.hle17.cbm,outputs.hle17.vbm,outputs.hle17.directgap,outputs.hle17.bandgap_spins,outputs.hle17.cbm_spins,outputs.hle17.vbm_spins,outputs.hle17.directgap_spins,outputs.hse06_10hf.energy_total,outputs.hse06_10hf.energy_vdw,outputs.hse06_10hf.energy_elec,outputs.hse06_10hf.net_magmom,outputs.hse06_10hf.bandgap,outputs.hse06_10hf.cbm,outputs.hse06_10hf.vbm,outputs.hse06_10hf.directgap,outputs.hse06_10hf.bandgap_spins,outputs.hse06_10hf.cbm_spins,outputs.hse06_10hf.vbm_spins,outputs.hse06_10hf.directgap_spins,outputs.hse06.energy_total,outputs.hse06.energy_vdw,outputs.hse06.energy_elec,outputs.hse06.net_magmom,outputs.hse06.bandgap,outputs.hse06.cbm,outputs.hse06.vbm,outputs.hse06.directgap,outputs.hse06.bandgap_spins,outputs.hse06.cbm_spins,outputs.hse06.vbm_spins,outputs.hse06.directgap_spins,id,name_y,CO2 Henry coefficient,CO2 adsorption energy,N2 Henry coefficient,N2 adsorption energy,CO2 parasitic energy (coal),Gravimetric working capacity (coal),Volumetric working capacity (coal),CO2 parasitic energy (nat. gas),Gravimetric working capacity (nat. gas),Volumetric working capacity (nat. gas),Final CO2 purity (nat. gas),CH4 Henry coefficient,CH4 adsorption energy,"Enthalphy of Adsorption @ 5.8 bar, 298K",Enthalphy of Adsorption @ 65bar/298K,Working capacity vol. (5.8-65bar/298K),Working capacity mol. (5.8-65bar/298K),Working capacity fract. (5.8-65bar/298K),Working capacity wt% (5.8-65bar/298K),O2 Henry coefficient,O2 adsorption energy,"Enthalphy of Adsorption @ 5 bar, 298K",Enthalphy of Adsorption @ 140bar/298K,Working capacity vol. (5-140bar/298K),Working capacity mol. (5-140bar/298K),Working capacity fract. (5-140bar/298K),Working capacity wt% (5-140bar/298K),Xe Henry coefficient,Xe adsorption energy,Kr Henry coefficient,Kr adsorption energy,Xe/Kr selectivity @ 298K,Working capacity g/L (5-100bar/298-198K),Working capacity g/L (5-100bar/77K),Working capacity g/L (1-100bar/77K),Working capacity wt% (5-100bar/298-198K),Working capacity wt% (5-100bar/77K),Working capacity wt% (1-100bar/77K),H2S Henry coefficient,H2S adsorption energy,H2O Henry coefficient,H2O adsorption energy,H2S/H2O selectivity @ 298K,CH4/N2 selectivity @ 298K,clean_name
qmof-cb3b518,SERGUU_FSR,Cu2C34F8H26N12O12,CuC17F4H13N6O6,Fc1c(CN2[N]C=N[CH]2)c(F)c(c(c1F)CN1[N]C=N[CH]1)F.Fc1c(Cn2ncnc2)c(F)c(c(c1F)CN1[N]C=N[CH]1)F.[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[OH2][Cu] MOFid-v1.hcb.cat0,Cu.CRPLTJNYLDSZJX.CYIDZMCFTVVTJO.MOFkey-v1.hcb,['[OH2][Cu]'],"['Fc1c(CN2[N]C=N[CH]2)c(F)c(c(c1F)CN1[N]C=N[CH]1)F', 'Fc1c(Cn2ncnc2)c(F)c(c(c1F)CN1[N]C=N[CH]1)F', '[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]']",Fc1c(CN2[N]C=N[CH]2)c(F)c(c(c1F)CN1[N]C=N[CH]1)F.Fc1c(Cn2ncnc2)c(F)c(c(c1F)CN1[N]C=N[CH]1)F.[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[OH2][Cu],hcb,94,1.57391,2.2224,1.7786640878324198,1002.4143654328236,P-1,2,triclinic,-1,True,CSD,https://doi.org/10.3184/174751918X15190383903708,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002', 'F 08Apr2002']",520,"[2, 2, 1]",True,True,-626.76628085,-7.16455,-619.6017308500001,0.0,0.998146,1.2696,0.271454,False,"[0.9981460000000001, 0.9985649999999999]","[1.2696, 1.269822]","[0.271454, 0.271257]","[False, False]",HLE17//PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002', 'F 08Apr2002']",520.0,"[2, 1, 1]",True,True,HSE06-D3BJ-HF10//PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002', 'F 08Apr2002']",520.0,"[2, 1, 1]",True,True,HSE06-D3BJ//PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002', 'F 08Apr2002']",520.0,"[2, 1, 1]",True,True,-4465.97450044,0.0,-4465.97450044,0.0,0.6876929999999999,-1.453207,-2.1409,False,"[0.6876959999999999, 0.6881529999999998]","[-1.453207, -1.452747]","[-2.140903, -2.1409]","[False, False]",-674.55009128,-6.23423,-668.3158612799999,0.0,2.025629,1.739785,-0.285844,False,"[2.025629, 2.026358]","[1.739785, 1.740513]","[-0.285844, -0.285845]","[False, False]",-748.70282837,-6.23423,-742.46859837,0.0,3.535438,2.685059,-0.850379,False,"[3.535519, 3.535438]","[2.685136, 2.685059]","[-0.850383, -0.850379]","[False, False]",MATJG2QGL4TSW,qmof_chunks/chunk_12/qmof-cb3b518.cif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qmof-cb3b518
qmof-b32c7d2,SETQUF_FSR,Fe2C16H8O10,FeC8H4O5,[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O] MOFid-v1.rna.cat0,Fe.KKEYFWRCBNTPAC.MOFkey-v1.rna,"['[Fe]', '[O]']",['[O-]C(=O)c1ccc(cc1)C(=O)[O-]'],[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O],rna,36,7.23259,7.75778,1.0394044129563431,753.9312524092401,Cm,8,monoclinic,m,True,CSD,https://doi.org/10.1021/cm301242d,PBE-D3BJ,"['Fe 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[4, 2, 2]",False,True,-260.31539591,-2.17787,-258.13752591,6.0,0.1485560000000001,-2.610268,-2.758824,False,"[1.1337329999999999, 0.14855600000000013]","[-1.850111, -2.610268]","[-2.983844, -2.758824]","[False, False]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATFXUQA48VGB,qmof_chunks/chunk_10/qmof-b32c7d2.cif,4.3019e-05,-18.6697895937,4.27232e-06,-10.8102963941,1.3193844037597,0.016448047944793,11.112572584293,3.4973521809004,0.0050649231935346,3.4219456807847,0.27235075276067,1.71881e-05,-14.3393859639,-20.605396140447,-22.522491997373,107.53722760147,4.6158812034986,0.4543404101457,7.4038734504701,4.66779e-06,-10.8272932729,-14.294834252077,-17.371300291836,198.35168040296,8.5139612920598,0.80652402767605,27.242973342561,0.00014494,-20.4344488767,1.92085e-05,-14.7520800877,7.5456178254419,18.354045390919,7.7944552019059,13.418332055269,1.7658138165805,0.749892265988,1.2909566056964,0.00013769,-21.4265156536,5.87538e-05,-29.3811284456,2.3435079943765,4.0231302898659,qmof-b32c7d2
qmof-3458460,SEVROC_FSR,Sr4C32H16O16,SrC8H4O4,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Sr] MOFid-v1.fsh.cat0,Sr.KKEYFWRCBNTPAC.MOFkey-v1.fsh,['[Sr]'],['[O-]C(=O)c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Sr],fsh,68,1.05452,1.61985,2.180897723167069,766.6856287088085,C2/c,15,monoclinic,2/m,True,CSD,https://doi.org/10.1002/zaac.201200550,PBE-D3BJ,"['Sr_sv 07Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[4, 3, 1]",True,False,-492.36202837,-6.59247,-485.76955837,0.0,3.204861,2.759713,-0.445148,False,"[None, None]","[None, None]","[None, None]","[None, None]",HLE17//PBE-D3BJ,"['Sr_sv 07Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520.0,"[3, 2, 1]",True,False,HSE06-D3BJ-HF10//PBE-D3BJ,"['Sr_sv 07Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520.0,"[3, 2, 1]",True,False,HSE06-D3BJ//PBE-D3BJ,"['Sr_sv 07Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520.0,"[3, 2, 1]",True,False,-5265.78179754,0.0,-5265.78179754,0.0,3.432203,1.02881,-2.403393,True,"[None, None]","[None, None]","[None, None]","[None, None]",-526.87109211,-6.54738,-520.32371211,0.0,3.69411,2.922467,-0.771643,True,"[None, None]","[None, None]","[None, None]","[None, None]",-579.29240721,-6.54738,-572.74502721,0.0,4.296229,3.149728,-1.146501,True,"[None, None]","[None, None]","[None, None]","[None, None]",MATRDKEL9EA7X,qmof_chunks/chunk_13/qmof-3458460.cif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qmof-3458460
qmof-5bc7a5e,SEWWUN_FSR,K8C24H12N28O16,K2C6H3N7O4,O=C1N[C]2N=[C](=O)[N]C3=[N]=[C](=O)N=C([N]1)N23.[K][OH2][K] MOFid-v1.sra.cat0,K.TZCWSMKKLRRHER.MOFkey-v1.sra,['[K][OH2][K]'],['O=C1N[C]2N=[C](=O)[N]C3=[N]=[C](=O)N=C([N]1)N23'],O=C1N[C]2N=[C](=O)[N]C3=[N]=[C](=O)N=C([N]1)N23.[K][OH2][K],sra,88,0.21319,1.29149,2.009051028335721,1042.5147300123244,P2_1/c,14,monoclinic,2/m,True,CSD,https://doi.org/10.1002/chem.200600435,PBE-D3BJ,"['K_sv 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 2, 1]",True,False,-646.04373393,-8.74166,-637.30207393,0.0,3.590001,3.411397,-0.178604,True,"[None, None]","[None, None]","[None, None]","[None, None]",HLE17//PBE-D3BJ,"['K_sv 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520.0,"[2, 1, 1]",True,False,HSE06-D3BJ-HF10//PBE-D3BJ,"['K_sv 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520.0,"[2, 1, 1]",True,False,HSE06-D3BJ//PBE-D3BJ,"['K_sv 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520.0,"[2, 1, 1]",True,False,-5379.80672824,0.0,-5379.80672824,0.0,3.879878,1.568874,-2.311004,False,"[None, None]","[None, None]","[None, None]","[None, None]",-697.39945758,-8.72918,-688.67027758,0.0,4.095397999999999,3.605809,-0.489589,False,"[None, None]","[None, None]","[None, None]","[None, None]",-775.39337771,-8.72918,-766.6641977099999,0.0,4.842501,3.873075,-0.969426,False,"[None, None]","[None, None]","[None, None]","[None, None]",MATLBHAZEPKSP,qmof_chunks/chunk_4/qmof-5bc7a5e.cif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qmof-5bc7a5e
qmof-227ae8f,SEYVIC01_FSR,Zn2C20H20N8O8,ZnC10H10N4O4,[O-]C(=O)Cn1cncc1.[Zn] MOFid-v1.dia.cat0,Zn.QAFBDRSXXHEXGB.MOFkey-v1.dia,['[Zn]'],['[O-]C(=O)Cn1cncc1'],[O-]C(=O)Cn1cncc1.[Zn],dia,58,0.97658,2.11931,1.7303398055439598,605.775820926364,Cc,9,monoclinic,m,True,CSD,,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-384.80482704,-4.30997,-380.49485704,0.0,4.400219,3.815222,-0.584997,True,"[None, None]","[None, None]","[None, None]","[None, None]",HLE17//PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520.0,"[2, 2, 2]",False,False,HSE06-D3BJ-HF10//PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520.0,"[2, 2, 2]",False,False,HSE06-D3BJ//PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520.0,"[2, 2, 2]",False,False,-2847.45906865,0.0,-2847.45906865,0.0,4.634013,2.160331,-2.473682,True,"[None, None]","[None, None]","[None, None]","[None, None]",-412.77500902,-3.8189,-408.95610902,0.0,4.885187,4.028053,-0.857134,True,"[None, None]","[None, None]","[None, None]","[None, None]",-455.96460833,-3.8189,-452.14570833,0.0,5.597924,4.345485,-1.252439,True,"[None, None]","[None, None]","[None, None]","[None, None]",MAT7GD3GX4LQF,qmof_chunks/chunk_5/qmof-227ae8f.cif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qmof-227ae8f
qmof-6040bb6,SIMXOE_FSR,Zn4C24H24N32S8,ZnC6H6N8S2,[CH]1N[N]C=N1.[Zn] MOFid-v1.sql.cat1,Zn.HPEBJOUHQGOJOM.MOFkey-v1.sql,['[Zn]'],['[CH]1N[N]C=N1'],[CH]1N[N]C=N1.[Zn],sql,92,1.47008,2.81065,1.7078295816956035,1243.406761600638,Pbcn,60,orthorhombic,mmm,True,CSD,https://doi.org/10.1016/j.jscs.2018.01.003,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'N 08Apr2002']",520,"[3, 2, 1]",True,False,-615.03344842,-8.13021,-606.90323842,0.0,3.642394,3.306203,-0.336191,True,"[None, None]","[None, None]","[None, None]","[None, None]",HLE17//PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'N 08Apr2002']",520.0,"[2, 1, 1]",True,False,HSE06-D3BJ-HF10//PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'N 08Apr2002']",520.0,"[2, 1, 1]",True,False,HSE06-D3BJ//PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'N 08Apr2002']",520.0,"[2, 1, 1]",True,False,-6121.89805962,0.0,-6121.89805962,0.0,3.94491,1.604045,-2.340865,True,"[None, None]","[None, None]","[None, None]","[None, None]",-661.46109985,-7.56658,-653.8945198499999,0.0,4.171007,3.534295,-0.636712,True,"[None, None]","[None, None]","[None, None]","[None, None]",-732.83844475,-7.56658,-725.27186475,0.0,4.965713,3.869001,-1.096712,True,"[None, None]","[None, None]","[None, None]","[None, None]",MATAY22MNW3QM,qmof_chunks/chunk_17/qmof-6040bb6.cif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qmof-6040bb6
qmof-b9e8ae6,SINSUG_FSR,Mg6C84F24H72N4O32,Mg3C42F12H36N2O16,[Mg].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[O-]C=O.[OH2][Mg] MOFid-v1.sql.cat0,Mg.BDAGIHXWWSANSR.PHQYMDAUTAXXFZ.MOFkey-v1.sql,"['[Mg]', '[OH2][Mg]']","['[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-]', '[O-]C=O']",[Mg].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[O-]C=O.[OH2][Mg],sql,222,4.48996,5.12023,1.321640610665762,2828.546089196172,P2_1/c,14,monoclinic,2/m,True,CSD,,PBE-D3BJ,"['Mg 13Apr2007', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002', 'F 08Apr2002']",520,"[2, 1, 1]",True,False,-1424.30874576,-13.9597,-1410.34904576,0.0,3.381431,1.753754,-1.627677,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATUHA74EQYJJ,qmof_chunks/chunk_18/qmof-b9e8ae6.cif,0.000160153,-28.1008002655,4.15941e-06,-16.1146626206,0.97180125489061,0.024437635928389,20.993700991091,1.7517961861238,0.011452186569557,9.8382585467757,0.53971348222492,3.30017e-05,-21.1789139827,-24.902508792497,-18.891452279398,5.9665882894522,0.20141564568,0.10922642407781,0.32307069563571,4.22787e-06,-15.3516805686,-18.252588860343,-18.36752039111,45.135448116203,1.5236488566594,0.60357377471903,4.8753716110375,0.000834515,-30.5417374514,3.8239e-05,-21.5448755568,21.823661706635,7.0393665553679,2.5884470275035,4.7707083881066,0.53261957064033,0.19584965970593,0.36096609451115,0.000711674,-30.6251241752,3.79759e-05,-27.4904300801,18.740148357248,7.9342262484343,qmof-b9e8ae6
qmof-6204da9,SISZIG_FSR,Cd3C70H60N18O16S2,Cd3C70H60N18O16S2,[Cd].[N]([CH]c1ccncc1)[N][CH]c1ccncc1.[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-] MOFid-v1.cds.cat0,Cd.UQJYSRJEECRBBA.XLLIUDMGQNPRJS.MOFkey-v1.cds,['[Cd]'],"['[N]([CH]c1ccncc1)[N][CH]c1ccncc1', '[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-]']",[Cd].[N]([CH]c1ccncc1)[N][CH]c1ccncc1.[O-]C(=O)c1cc(cc(c1)S([O])([O])[O])C(=O)[O-],cds,169,1.1827,4.91702,1.4788329083326437,2033.182433679556,P-1,2,triclinic,-1,True,CSD,https://doi.org/10.1021/acs.cgd.8b01327,PBE-D3BJ,"['Cd 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,False,-1127.39567734,-12.54825,-1114.84742734,0.0,1.250664,0.407563,-0.843101,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATW7TDNHRV3A,qmof_chunks/chunk_5/qmof-6204da9.cif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qmof-6204da9
qmof-3f46332,SITTUM_FSR,Zn16C152H192N16O56,Zn2C19H24N2O7,[O-]C(=O)C.[O-]C(=O)CN1CCCCN(CC(=O)[O-])Cc2cc(C)cc(c2[O])CN(CCCCN(Cc2c(c(C1)cc(C)c2)[O])CC(=O)[O-])CC(=O)[O-].[Zn] MOFid-v1.dia.cat0,Zn.OYXBEJZUQAMAGR.QTBSBXVTEAMEQO.MOFkey-v1.dia,['[Zn]'],"['[O-]C(=O)C', '[O-]C(=O)CN1CCCCN(CC(=O)[O-])Cc2cc(C)cc(c2[O])CN(CCCCN(Cc2c(c(C1)cc(C)c2)[O])CC(=O)[O-])CC(=O)[O-]']",[O-]C(=O)C.[O-]C(=O)CN1CCCCN(CC(=O)[O-])Cc2cc(C)cc(c2[O])CN(CCCCN(Cc2c(c(C1)cc(C)c2)[O])CC(=O)[O-])CC(=O)[O-].[Zn],dia,432,3.17012,6.56742,1.4696935717689952,4729.306991808353,I4_1/a,88,tetragonal,4/m,True,CSD,https://doi.org/10.1080/00958972.2013.859680,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-2662.12513689,-30.35464,-2631.77049689,0.0,3.51176,2.658081,-0.853679,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATBLCX9HRU52,qmof_chunks/chunk_11/qmof-3f46332.cif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qmof-3f46332
qmof-574737f,SIVGIP_FSR,Zn2C8H12N16,ZnC4H6N8,CC1=NN=N[N]1.[Zn] MOFid-v1.dia.cat0,Zn.ZZPYLNDKYQMWQC.MOFkey-v1.dia,['[Zn]'],['CC1=NN=N[N]1'],CC1=NN=N[N]1.[Zn],dia,38,3.77579,5.10389,1.1269812717929863,682.3589327234557,Cc,9,monoclinic,m,True,CSD,https://doi.org/10.1039/C3DT53269K,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002']",520,"[2, 2, 2]",False,False,-251.53106901,-2.22481,-249.30625901,0.0,5.306719,1.468194,-3.838525,True,"[None, None]","[None, None]","[None, None]","[None, None]",HLE17//PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002']",520.0,"[2, 2, 2]",False,False,HSE06-D3BJ-HF10//PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002']",520.0,"[2, 2, 2]",False,False,HSE06-D3BJ//PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002']",520.0,"[2, 2, 2]",False,False,-2195.18068338,0.0,-2195.18068338,0.0,5.683761,-0.213407,-5.897168,False,"[None, None]","[None, None]","[None, None]","[None, None]",-270.65109246,-1.87176,-268.77933246,0.0,6.005508,1.729922,-4.275586,True,"[None, None]","[None, None]","[None, None]","[None, None]",-300.20103356,-1.87176,-298.32927356,0.0,6.954052000000001,2.114138,-4.839914,True,"[None, None]","[None, None]","[None, None]","[None, None]",MATTKM3SZEKZW,qmof_chunks/chunk_7/qmof-574737f.cif,6.17839e-05,-23.1961035303,3.02989e-06,-13.1640798958,1.0932244543778,0.019484161222313,14.271982479974,2.5085277652416,0.0059660415472476,4.3700747220057,0.3934096657519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83172e-06,-13.001032315,-15.689004015864,-17.04074247753,132.96285547774,5.2637470339977,0.78322281225859,16.842937759359,0.0,0.0,0.0,0.0,0.0,15.054566384782,5.3351282994094,11.004890640885,1.3359155908442,0.473429847939,0.9765545288342,0.000160976,-24.9206876487,1.22131e-05,-18.1751415097,13.180601157773,0.0,qmof-574737f
