,smiles,string,deltaGmin,A2_normalized,deltaGmin_cat,A2_normalized_cat,num_[W],max_[W],num_[Tr],max_[Tr],num_[Ta],max_[Ta],num_[R],max_[R],[W],[W],[Tr],[Tr],[Ta],[Ta],[R],[R],rel_shannon,length
433,[W][R][Ta][Tr][W][Ta][Ta][Tr][Tr][W][Tr][Ta][Ta][Ta][Tr][W][R][Tr][Ta][Tr][Tr][Ta][W][Tr][R][W][Tr][R],W-R-A-B-W-A-A-B-B-W-B-A-A-A-B-W-R-B-A-B-B-A-W-B-R-W-B-R,-8.665413644444445,-0.1394925538239619,very large,very small,0.0,0,0.5,2,0.5,3,0.0,0,6.0,0.2142857142857142,10.0,0.3571428571428571,8.0,0.2857142857142857,4.0,0.1428571428571428,0.4002563537532344,28
434,[W][Tr][Tr][Tr][Ta][W][Tr][R][Ta][R][R][Ta][W][Tr][W][W][Tr][Ta][Ta][Tr][Ta][Ta][Ta][Tr][Tr][W][Tr][R],W-B-B-B-A-W-B-R-A-R-R-A-W-B-W-W-B-A-A-B-A-A-A-B-B-W-B-R,-9.295245844444445,-0.1754719483392801,large,very small,0.1666666666666666,2,0.3333333333333333,3,0.3333333333333333,3,0.1666666666666666,2,6.0,0.2142857142857142,10.0,0.3571428571428571,8.0,0.2857142857142857,4.0,0.1428571428571428,0.4002563537532344,28
435,[R][W][Tr][Tr][Ta][Tr][W][W][Tr][Ta][Tr][W][Tr][Tr][W][Ta][Ta][R][Tr][W][W][R][Ta][Ta][Ta][Ta][Tr][Tr][R][W],R-W-B-B-A-B-W-W-B-A-B-W-B-B-W-A-A-R-B-W-W-R-A-A-A-A-B-B-R-W,-8.19045413333333,0.0092020672340934,very large,small,0.2857142857142857,2,0.4285714285714285,2,0.2857142857142857,4,0.0,0,8.0,0.2666666666666666,10.0,0.3333333333333333,8.0,0.2666666666666666,4.0,0.1333333333333333,0.3939184145881066,30
436,[Tr][Tr][W][Tr][W][Tr][Ta][W][Tr][W][R][Ta][Tr][W][Ta][Ta][Tr][W][W][Tr][Tr][R][Tr][Ta][W][R][Ta][Ta][R][Ta],B-B-W-B-W-B-A-W-B-W-R-A-B-W-A-A-B-W-W-B-B-R-B-A-W-R-A-A-R-A,-8.49321762222222,-0.298387066592889,very large,very small,0.2,2,0.4,2,0.4,2,0.0,0,8.0,0.2666666666666666,10.0,0.3333333333333333,8.0,0.2666666666666666,4.0,0.1333333333333333,0.3939184145881066,30
437,[Ta][Tr][Tr][Ta][W][Ta][Ta][W][Ta][Tr][W][Tr][Tr][R][R][W][W][Tr][Tr][Ta][R][Ta][Tr][W][Tr][W][Ta][W][R][Tr],A-B-B-A-W-A-A-W-A-B-W-B-B-R-R-W-W-B-B-A-R-A-B-W-B-W-A-W-R-B,-8.438509955555554,0.200902716154541,very large,large,0.1666666666666666,2,0.5,2,0.1666666666666666,2,0.1666666666666666,2,8.0,0.2666666666666666,10.0,0.3333333333333333,8.0,0.2666666666666666,4.0,0.1333333333333333,0.3939184145881066,30
438,[Tr][Tr][Ta][Tr][R][Ta][W][W][W][Tr][W][Tr][W][Ta][R][Tr][R][W][Tr][Ta][Tr][Tr][W][Ta][Tr][Ta][W][R][Ta][Ta],B-B-A-B-R-A-W-W-W-B-W-B-W-A-R-B-R-W-B-A-B-B-W-A-B-A-W-R-A-A,-8.613052955555554,0.1191184654164596,very large,medium,0.25,3,0.5,2,0.25,2,0.0,0,8.0,0.2666666666666666,10.0,0.3333333333333333,8.0,0.2666666666666666,4.0,0.1333333333333333,0.3939184145881066,30
439,[Tr][Ta][Tr][W][W][W][W][Tr][Ta][Ta][Tr][Tr][Tr][W][Tr][R][Ta][Ta][Ta][W][Tr][Ta][R][W][Ta][Tr][R][W][R][Tr],B-A-B-W-W-W-W-B-A-A-B-B-B-W-B-R-A-A-A-W-B-A-R-W-A-B-R-W-R-B,-8.823835111111114,0.2879678611372414,very large,very large,0.25,4,0.25,3,0.5,3,0.0,0,8.0,0.2666666666666666,10.0,0.3333333333333333,8.0,0.2666666666666666,4.0,0.1333333333333333,0.3939184145881066,30
440,[W][Tr][W][W][W][R][R][Tr][Ta][Tr][Ta][Tr][W][W][Ta][Ta][R][W][Tr][Tr][R][Ta][Tr][W][Ta][Ta][Tr][W][W][Tr][Tr][Ta],W-B-W-W-W-R-R-B-A-B-A-B-W-W-A-A-R-W-B-B-R-A-B-W-A-A-B-W-W-B-B-A,-7.913230022222222,0.2926976141137911,very large,very large,0.375,3,0.25,2,0.25,2,0.125,2,10.0,0.3125,10.0,0.3125,8.0,0.25,4.0,0.125,0.3847589881390797,32
441,[Ta][Tr][Tr][Ta][Ta][W][Ta][Tr][Tr][Tr][Tr][W][Ta][W][Tr][Tr][R][Tr][W][W][W][Ta][Tr][W][W][W][W][Ta][R][R][Ta][R],A-B-B-A-A-W-A-B-B-B-B-W-A-W-B-B-R-B-W-W-W-A-B-W-W-W-W-A-R-R-A-R,-8.226552955555555,-0.0021236386790716,very large,small,0.2857142857142857,4,0.4285714285714285,4,0.1428571428571428,2,0.1428571428571428,2,10.0,0.3125,10.0,0.3125,8.0,0.25,4.0,0.125,0.3847589881390797,32
442,[R][Ta][Tr][Tr][R][Ta][Ta][Ta][Tr][Tr][Ta][Tr][W][Tr][W][R][Ta][Ta][Tr][W][W][W][Tr][Tr][R][Ta][W][Tr][W][W][W][W],R-A-B-B-R-A-A-A-B-B-A-B-W-B-W-R-A-A-B-W-W-W-B-B-R-A-W-B-W-W-W-W,-8.760226999999995,0.1300857150904245,very large,large,0.2857142857142857,4,0.4285714285714285,2,0.2857142857142857,3,0.0,0,10.0,0.3125,10.0,0.3125,8.0,0.25,4.0,0.125,0.3847589881390797,32
443,[W][Tr][Tr][Ta][R][W][W][R][W][Ta][Tr][Tr][Ta][Tr][R][Ta][Ta][R][Tr][W][Tr][W][Tr][W][W][Ta][Tr][Ta][Tr][Ta][W][W],W-B-B-A-R-W-W-R-W-A-B-B-A-B-R-A-A-R-B-W-B-W-B-W-W-A-B-A-B-A-W-W,-8.395014911111119,0.0948229243893566,very large,medium,0.5,2,0.3333333333333333,2,0.1666666666666666,2,0.0,0,10.0,0.3125,10.0,0.3125,8.0,0.25,4.0,0.125,0.3847589881390797,32
444,[W][W][Ta][Ta][Tr][W][R][W][Ta][Ta][Ta][Ta][W][W][W][Ta][Tr][Tr][Ta][Tr][R][Tr][Tr][W][Tr][W][R][Tr][W][Tr][Tr][R],W-W-A-A-B-W-R-W-A-A-A-A-W-W-W-A-B-B-A-B-R-B-B-W-B-W-R-B-W-B-B-R,-7.107584311111115,0.3384927585360064,very large,very large,0.2857142857142857,3,0.4285714285714285,2,0.2857142857142857,4,0.0,0,10.0,0.3125,10.0,0.3125,8.0,0.25,4.0,0.125,0.3847589881390797,32
445,[W][R][W][Tr][R][W][Tr][Ta][Ta][Ta][W][R][R][Tr][W][Ta][Tr][Ta][Ta][Ta][W][W][Tr][Ta][Tr][Tr][W][W][W][Tr][W][W][Tr][Tr],W-R-W-B-R-W-B-A-A-A-W-R-R-B-W-A-B-A-A-A-W-W-B-A-B-B-W-W-W-B-W-W-B-B,-8.29427168888889,-0.0261447450177152,very large,small,0.375,3,0.25,2,0.25,3,0.125,2,12.0,0.3529411764705882,10.0,0.2941176470588235,8.0,0.2352941176470588,4.0,0.1176470588235294,0.3742470210592889,34
446,[Tr][Ta][W][W][Ta][Tr][W][R][Ta][W][R][W][Ta][Tr][W][W][W][Ta][Tr][W][W][Tr][Tr][Ta][Tr][Ta][Ta][W][R][Tr][Tr][W][R][Tr],B-A-W-W-A-B-W-R-A-W-R-W-A-B-W-W-W-A-B-W-W-B-B-A-B-A-A-W-R-B-B-W-R-B,-6.54405504444444,0.2180207467684786,very large,large,0.5,3,0.3333333333333333,2,0.1666666666666666,2,0.0,0,12.0,0.3529411764705882,10.0,0.2941176470588235,8.0,0.2352941176470588,4.0,0.1176470588235294,0.3742470210592889,34
447,[Tr][R][W][Ta][Tr][Tr][W][Tr][W][Ta][Tr][W][Ta][Ta][W][W][W][Tr][Ta][R][W][Tr][Tr][Tr][Ta][Ta][W][Ta][W][Tr][W][R][R][W],B-R-W-A-B-B-W-B-W-A-B-W-A-A-W-W-W-B-A-R-W-B-B-B-A-A-W-A-W-B-W-R-R-W,-6.166171444444444,-0.2565780196196213,very large,very small,0.1666666666666666,3,0.3333333333333333,3,0.3333333333333333,2,0.1666666666666666,2,12.0,0.3529411764705882,10.0,0.2941176470588235,8.0,0.2352941176470588,4.0,0.1176470588235294,0.3742470210592889,34
448,[W][W][Tr][W][W][R][Tr][W][R][W][W][Tr][W][W][Tr][Ta][R][Ta][Ta][Ta][Ta][Tr][W][W][Tr][Ta][Tr][W][R][Tr][Tr][Tr][Ta][Ta],W-W-B-W-W-R-B-W-R-W-W-B-W-W-B-A-R-A-A-A-A-B-W-W-B-A-B-W-R-B-B-B-A-A,-6.964651355555553,0.1735359567529538,very large,large,0.625,2,0.125,3,0.25,4,0.0,0,12.0,0.3529411764705882,10.0,0.2941176470588235,8.0,0.2352941176470588,4.0,0.1176470588235294,0.3742470210592889,34
449,[Tr][W][Ta][Tr][W][W][Ta][W][Ta][Tr][W][Tr][Tr][Ta][Ta][R][W][W][Tr][W][W][Ta][R][R][Tr][W][Tr][Ta][W][Tr][R][Ta][Tr][W],B-W-A-B-W-W-A-W-A-B-W-B-B-A-A-R-W-W-B-W-W-A-R-R-B-W-B-A-W-B-R-A-B-W,-7.318728866666666,0.3292934449530796,very large,very large,0.5,2,0.1666666666666666,2,0.1666666666666666,2,0.1666666666666666,2,12.0,0.3529411764705882,10.0,0.2941176470588235,8.0,0.2352941176470588,4.0,0.1176470588235294,0.3742470210592889,34
450,[Ta][Ta][Ta][W][Tr][W][Tr][R][R][Tr][Tr][Ta][Tr][W][Ta][R][W][Tr][Tr][Tr][Ta][Ta][Ta][Tr][R][Tr][Ta][Ta],A-A-A-W-B-W-B-R-R-B-B-A-B-W-A-R-W-B-B-B-A-A-A-B-R-B-A-A,-10.34020157777778,0.4529792631756765,large,very large,0.0,0,0.3333333333333333,3,0.5,3,0.1666666666666666,2,4.0,0.1428571428571428,10.0,0.3571428571428571,10.0,0.3571428571428571,4.0,0.1428571428571428,0.3875562754932173,28
451,[Tr][Ta][Tr][Tr][W][Tr][Tr][W][Tr][Tr][Ta][Ta][Ta][Tr][Ta][Ta][Ta][Tr][Ta][Tr][Ta][R][W][W][Ta][R][R][R],B-A-B-B-W-B-B-W-B-B-A-A-A-B-A-A-A-B-A-B-A-R-W-W-A-R-R-R,-11.904418800000006,0.0174522032730868,medium,small,0.1428571428571428,2,0.4285714285714285,2,0.2857142857142857,3,0.1428571428571428,3,4.0,0.1428571428571428,10.0,0.3571428571428571,10.0,0.3571428571428571,4.0,0.1428571428571428,0.3875562754932173,28
452,[Tr][Ta][Tr][R][Tr][Ta][W][Tr][Tr][Tr][Tr][W][Ta][Tr][Ta][Ta][R][Ta][W][Ta][W][Tr][Tr][Ta][Ta][R][Ta][R],B-A-B-R-B-A-W-B-B-B-B-W-A-B-A-A-R-A-W-A-W-B-B-A-A-R-A-R,-10.944070999999983,0.1867864023685519,medium,large,0.0,0,0.5,4,0.5,2,0.0,0,4.0,0.1428571428571428,10.0,0.3571428571428571,10.0,0.3571428571428571,4.0,0.1428571428571428,0.3875562754932173,28
453,[Tr][Ta][Ta][W][Ta][Ta][Ta][Tr][W][Ta][W][Tr][Ta][Tr][W][Tr][R][R][R][Ta][Tr][Tr][Ta][Tr][Tr][R][Ta][Tr],B-A-A-W-A-A-A-B-W-A-W-B-A-B-W-B-R-R-R-A-B-B-A-B-B-R-A-B,-10.491438400000002,0.3902550790534415,large,very large,0.0,0,0.4,2,0.4,3,0.2,3,4.0,0.1428571428571428,10.0,0.3571428571428571,10.0,0.3571428571428571,4.0,0.1428571428571428,0.3875562754932173,28
454,[W][R][Tr][Ta][Tr][Tr][Tr][Ta][Tr][Ta][W][W][Tr][R][Ta][Ta][Tr][Ta][Tr][Ta][Tr][Tr][Ta][R][W][R][Ta][Ta],W-R-B-A-B-B-B-A-B-A-W-W-B-R-A-A-B-A-B-A-B-B-A-R-W-R-A-A,-11.608322111111107,0.1885520863784736,medium,large,0.2,2,0.4,3,0.4,2,0.0,0,4.0,0.1428571428571428,10.0,0.3571428571428571,10.0,0.3571428571428571,4.0,0.1428571428571428,0.3875562754932173,28
455,[Ta][W][Tr][W][R][Tr][Tr][R][Tr][Tr][Ta][R][Ta][Ta][W][Tr][W][Ta][Tr][W][Ta][Ta][Ta][Tr][Tr][R][Ta][Ta][W][Tr],A-W-B-W-R-B-B-R-B-B-A-R-A-A-W-B-W-A-B-W-A-A-A-B-B-R-A-A-W-B,-8.945041955555554,0.1680445502513173,large,large,0.0,0,0.5,2,0.5,3,0.0,0,6.0,0.2,10.0,0.3333333333333333,10.0,0.3333333333333333,4.0,0.1333333333333333,0.3889658148443025,30
456,[Ta][R][Ta][Tr][Ta][Ta][W][Tr][Tr][Ta][Ta][Tr][R][Tr][Ta][R][Tr][W][W][R][Tr][W][Tr][Tr][Ta][Tr][Ta][W][Ta][W],A-R-A-B-A-A-W-B-B-A-A-B-R-B-A-R-B-W-W-R-B-W-B-B-A-B-A-W-A-W,-9.933214866666669,0.2761977051684622,large,very large,0.2,2,0.4,2,0.4,2,0.0,0,6.0,0.2,10.0,0.3333333333333333,10.0,0.3333333333333333,4.0,0.1333333333333333,0.3889658148443025,30
457,[Ta][W][R][W][Ta][Tr][W][Tr][W][Ta][Tr][Tr][R][W][Tr][W][R][Ta][Ta][Tr][Tr][Ta][Ta][R][Ta][Tr][Ta][Ta][Tr][Tr],A-W-R-W-A-B-W-B-W-A-B-B-R-W-B-W-R-A-A-B-B-A-A-R-A-B-A-A-B-B,-9.087746044444447,-0.1175947586600362,large,very small,0.0,0,0.5,2,0.5,2,0.0,0,6.0,0.2,10.0,0.3333333333333333,10.0,0.3333333333333333,4.0,0.1333333333333333,0.3889658148443025,30
458,[R][Tr][Ta][W][Tr][Ta][W][R][Tr][Ta][W][W][W][Tr][Ta][Ta][Tr][Ta][R][Ta][Tr][Tr][R][Ta][Ta][Tr][Tr][Ta][W][Tr],R-B-A-W-B-A-W-R-B-A-W-W-W-B-A-A-B-A-R-A-B-B-R-A-A-B-B-A-W-B,-10.753279955555564,0.1532279467784114,large,large,0.2,3,0.4,2,0.4,2,0.0,0,6.0,0.2,10.0,0.3333333333333333,10.0,0.3333333333333333,4.0,0.1333333333333333,0.3889658148443025,30
459,[Tr][Tr][W][W][Tr][W][Ta][Tr][Ta][Tr][Ta][Ta][R][Tr][Ta][Ta][W][Ta][Ta][Ta][R][W][Tr][Tr][Tr][W][Tr][R][R][Ta],B-B-W-W-B-W-A-B-A-B-A-A-R-B-A-A-W-A-A-A-R-W-B-B-B-W-B-R-R-A,-11.641280844444443,0.0972248191514102,medium,medium,0.1428571428571428,2,0.2857142857142857,3,0.4285714285714285,3,0.1428571428571428,2,6.0,0.2,10.0,0.3333333333333333,10.0,0.3333333333333333,4.0,0.1333333333333333,0.3889658148443025,30
460,[Tr][W][Ta][W][R][Ta][Ta][Ta][Ta][R][W][Ta][W][W][W][W][Ta][W][Tr][Ta][Ta][Tr][R][Tr][Tr][Ta][Tr][Tr][Tr][R][Tr][Tr],B-W-A-W-R-A-A-A-A-R-W-A-W-W-W-W-A-W-B-A-A-B-R-B-B-A-B-B-B-R-B-B,-10.462550999999994,0.1726878809371385,large,large,0.1666666666666666,4,0.5,3,0.3333333333333333,4,0.0,0,8.0,0.25,10.0,0.3125,10.0,0.3125,4.0,0.125,0.3847589881390797,32
461,[Tr][Tr][Tr][Ta][Tr][Ta][Ta][Tr][Ta][W][W][W][W][R][Ta][R][Ta][R][W][W][W][Tr][R][W][Tr][Ta][Tr][Tr][Ta][Tr][Ta][Ta],B-B-B-A-B-A-A-B-A-W-W-W-W-R-A-R-A-R-W-W-W-B-R-W-B-A-B-B-A-B-A-A,-9.98245064444444,0.2554443643215324,large,very large,0.3333333333333333,4,0.3333333333333333,3,0.3333333333333333,2,0.0,0,8.0,0.25,10.0,0.3125,10.0,0.3125,4.0,0.125,0.3847589881390797,32
462,[Tr][Ta][Tr][Tr][W][W][Ta][W][Tr][W][Ta][Tr][W][W][R][Tr][Ta][Tr][Tr][Ta][R][Ta][Ta][R][Ta][W][W][Ta][Ta][R][Tr][Tr],B-A-B-B-W-W-A-W-B-W-A-B-W-W-R-B-A-B-B-A-R-A-A-R-A-W-W-A-A-R-B-B,-9.6525466,0.3062437263627508,large,very large,0.375,2,0.375,2,0.25,2,0.0,0,8.0,0.25,10.0,0.3125,10.0,0.3125,4.0,0.125,0.3847589881390797,32
463,[Ta][Ta][Ta][Tr][Tr][Ta][Ta][W][Ta][R][W][R][Tr][R][W][Tr][Ta][W][Ta][Tr][Tr][Tr][Ta][W][Tr][Tr][R][Ta][W][W][W][Tr],A-A-A-B-B-A-A-W-A-R-W-R-B-R-W-B-A-W-A-B-B-B-A-W-B-B-R-A-W-W-W-B,-9.585054511111114,0.2434033987589097,large,very large,0.1666666666666666,3,0.5,3,0.3333333333333333,3,0.0,0,8.0,0.25,10.0,0.3125,10.0,0.3125,4.0,0.125,0.3847589881390797,32
464,[R][W][Ta][R][Ta][Ta][Tr][W][Ta][Ta][W][Tr][Ta][Tr][Tr][W][Tr][Ta][Ta][Ta][Tr][W][Tr][Tr][R][Tr][W][Tr][W][R][W][Ta],R-W-A-R-A-A-B-W-A-A-W-B-A-B-B-W-B-A-A-A-B-W-B-B-R-B-W-B-W-R-W-A,-9.693471822222223,0.0223609964975433,large,small,0.0,0,0.4,2,0.6,3,0.0,0,8.0,0.25,10.0,0.3125,10.0,0.3125,4.0,0.125,0.3847589881390797,32
465,[Ta][Ta][Ta][W][R][Tr][Tr][W][Tr][W][Tr][W][W][Tr][Tr][Ta][R][Tr][Tr][R][Ta][R][Ta][Ta][Tr][Ta][W][Ta][W][W][Tr][Ta][W][W],A-A-A-W-R-B-B-W-B-W-B-W-W-B-B-A-R-B-B-R-A-R-A-A-B-A-W-A-W-W-B-A-W-W,-9.472498355555553,0.2722638586688992,large,very large,0.375,2,0.375,2,0.25,3,0.0,0,10.0,0.2941176470588235,10.0,0.2941176470588235,10.0,0.2941176470588235,4.0,0.1176470588235294,0.3776058437471616,34
466,[W][Ta][R][W][Ta][Ta][W][Ta][Tr][Tr][Tr][R][W][Tr][R][Ta][Tr][W][W][Ta][Tr][Ta][W][Tr][R][W][W][W][Ta][Ta][Ta][Tr][Tr][Tr],W-A-R-W-A-A-W-A-B-B-B-R-W-B-R-A-B-W-W-A-B-A-W-B-R-W-W-W-A-A-A-B-B-B,-7.968762977777777,-0.059299249807652,very large,very small,0.3333333333333333,3,0.3333333333333333,3,0.3333333333333333,3,0.0,0,10.0,0.2941176470588235,10.0,0.2941176470588235,10.0,0.2941176470588235,4.0,0.1176470588235294,0.3776058437471616,34
467,[W][R][W][Ta][Ta][W][W][Tr][Tr][Ta][R][Tr][R][Tr][Ta][Ta][Ta][Tr][Ta][Ta][W][Tr][W][Tr][Ta][W][W][W][Ta][W][Tr][Tr][R][Tr],W-R-W-A-A-W-W-B-B-A-R-B-R-B-A-A-A-B-A-A-W-B-W-B-A-W-W-W-A-W-B-B-R-B,-8.171293577777774,0.1642423490279863,very large,large,0.2857142857142857,3,0.2857142857142857,2,0.4285714285714285,3,0.0,0,10.0,0.2941176470588235,10.0,0.2941176470588235,10.0,0.2941176470588235,4.0,0.1176470588235294,0.3776058437471616,34
468,[Ta][W][Tr][W][Ta][Ta][Tr][Ta][Tr][W][Tr][Ta][Ta][Tr][W][W][R][W][Tr][R][Ta][Tr][Tr][Ta][Ta][R][Tr][W][Tr][W][W][Ta][W][R],A-W-B-W-A-A-B-A-B-W-B-A-A-B-W-W-R-W-B-R-A-B-B-A-A-R-B-W-B-W-W-A-W-R,-8.950508244444444,-0.0093700253125722,large,small,0.3333333333333333,2,0.1666666666666666,2,0.5,2,0.0,0,10.0,0.2941176470588235,10.0,0.2941176470588235,10.0,0.2941176470588235,4.0,0.1176470588235294,0.3776058437471616,34
469,[W][Ta][Ta][Tr][R][W][Tr][Tr][Tr][Tr][Ta][W][Ta][W][R][R][Tr][W][Ta][Tr][Ta][W][W][Ta][R][Ta][W][W][Ta][W][Tr][Tr][Tr][Ta],W-A-A-B-R-W-B-B-B-B-A-W-A-W-R-R-B-W-A-B-A-W-W-A-R-A-W-W-A-W-B-B-B-A,-7.864992688888901,0.1488321072515508,very large,large,0.3333333333333333,2,0.3333333333333333,4,0.1666666666666666,2,0.1666666666666666,2,10.0,0.2941176470588235,10.0,0.2941176470588235,10.0,0.2941176470588235,4.0,0.1176470588235294,0.3776058437471616,34
470,[W][W][Tr][Tr][W][Tr][Ta][Ta][R][Tr][Tr][W][R][W][Ta][W][Tr][W][Ta][Ta][R][W][Ta][Tr][Ta][R][W][Ta][Tr][Ta][Ta][W][W][Tr][W][Tr],W-W-B-B-W-B-A-A-R-B-B-W-R-W-A-W-B-W-A-A-R-W-A-B-A-R-W-A-B-A-A-W-W-B-W-B,-7.839459288888883,0.0902393114154001,very large,medium,0.2857142857142857,2,0.2857142857142857,2,0.4285714285714285,2,0.0,0,12.0,0.3333333333333333,10.0,0.2777777777777778,10.0,0.2777777777777778,4.0,0.1111111111111111,0.3689027732852749,36
471,[Tr][Ta][Tr][W][Tr][W][W][R][Ta][Tr][Tr][R][R][W][W][W][W][Ta][W][Tr][Ta][Ta][W][Ta][Tr][W][Tr][R][W][Tr][Ta][Ta][W][Tr][Ta][Ta],B-A-B-W-B-W-W-R-A-B-B-R-R-W-W-W-W-A-W-B-A-A-W-A-B-W-B-R-W-B-A-A-W-B-A-A,-7.524179266666671,-0.0393586790629796,very large,small,0.2857142857142857,4,0.1428571428571428,2,0.4285714285714285,2,0.1428571428571428,2,12.0,0.3333333333333333,10.0,0.2777777777777778,10.0,0.2777777777777778,4.0,0.1111111111111111,0.3689027732852749,36
472,[Ta][W][W][W][Ta][W][Ta][Tr][W][Ta][Ta][W][W][R][Tr][Ta][Tr][Tr][W][Ta][Ta][R][W][Tr][Tr][Ta][W][R][Tr][W][Ta][Tr][R][Tr][Tr][W],A-W-W-W-A-W-A-B-W-A-A-W-W-R-B-A-B-B-W-A-A-R-W-B-B-A-W-R-B-W-A-B-R-B-B-W,-7.308525400000003,0.2253693359440034,very large,very large,0.2857142857142857,3,0.4285714285714285,2,0.2857142857142857,2,0.0,0,12.0,0.3333333333333333,10.0,0.2777777777777778,10.0,0.2777777777777778,4.0,0.1111111111111111,0.3689027732852749,36
473,[W][Ta][Ta][Tr][W][Tr][Ta][W][Ta][W][Ta][W][R][R][Ta][Ta][R][Ta][W][W][Tr][Tr][Tr][W][Tr][Ta][W][Tr][W][Ta][W][W][R][Tr][Tr][Tr],W-A-A-B-W-B-A-W-A-W-A-W-R-R-A-A-R-A-W-W-B-B-B-W-B-A-W-B-W-A-W-W-R-B-B-B,-7.700649599999994,0.2682388915987564,very large,very large,0.2857142857142857,2,0.2857142857142857,3,0.2857142857142857,2,0.1428571428571428,2,12.0,0.3333333333333333,10.0,0.2777777777777778,10.0,0.2777777777777778,4.0,0.1111111111111111,0.3689027732852749,36
474,[Ta][W][Ta][Tr][R][W][Ta][Tr][Ta][Tr][W][W][W][Ta][W][Ta][W][Tr][R][Tr][Tr][W][Ta][Tr][Ta][Tr][Ta][R][W][W][W][Tr][Tr][Ta][W][R],A-W-A-B-R-W-A-B-A-B-W-W-W-A-W-A-W-B-R-B-B-W-A-B-A-B-A-R-W-W-W-B-B-A-W-R,-7.209475955555562,-4.3595289358312896e-05,very large,small,0.5,3,0.5,2,0.0,0,0.0,0,12.0,0.3333333333333333,10.0,0.2777777777777778,10.0,0.2777777777777778,4.0,0.1111111111111111,0.3689027732852749,36
475,[W][Ta][Tr][R][Ta][Tr][Ta][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Tr][Ta][Ta][W][W][Tr][W][R][Ta][Ta][Tr][Ta][Ta][R][R][Tr],W-A-B-R-A-B-A-A-A-A-B-B-B-B-B-A-A-W-W-B-W-R-A-A-B-A-A-R-R-B,-11.9789076,0.2109747725753459,medium,large,0.1428571428571428,2,0.1428571428571428,5,0.5714285714285714,4,0.1428571428571428,2,4.0,0.1333333333333333,10.0,0.3333333333333333,12.0,0.4,4.0,0.1333333333333333,0.3734061033812481,30
476,[Ta][Ta][W][Tr][W][Tr][Ta][Tr][Ta][Tr][Ta][W][W][Ta][Tr][Tr][Tr][Tr][Ta][Tr][Ta][R][R][Ta][Ta][Ta][Ta][R][Tr][R],A-A-W-B-W-B-A-B-A-B-A-W-W-A-B-B-B-B-A-B-A-R-R-A-A-A-A-R-B-R,-12.862344799999995,0.0965000531018279,small,medium,0.2,2,0.2,4,0.4,4,0.2,2,4.0,0.1333333333333333,10.0,0.3333333333333333,12.0,0.4,4.0,0.1333333333333333,0.3734061033812481,30
477,[Tr][R][Tr][Ta][Ta][Tr][Ta][R][R][Ta][Tr][Ta][Tr][W][Tr][Ta][Tr][Ta][Ta][W][Ta][Tr][R][Ta][W][Tr][Ta][W][Ta][Tr],B-R-B-A-A-B-A-R-R-A-B-A-B-W-B-A-B-A-A-W-A-B-R-A-W-B-A-W-A-B,-11.72223175555556,0.3818899872774881,medium,very large,0.0,0,0.0,0,0.6666666666666666,2,0.3333333333333333,2,4.0,0.1333333333333333,10.0,0.3333333333333333,12.0,0.4,4.0,0.1333333333333333,0.3734061033812481,30
478,[Tr][Tr][Tr][Tr][R][W][Tr][Ta][R][Ta][W][Ta][R][W][W][Ta][Ta][Tr][R][Tr][Ta][Ta][Tr][Ta][Ta][Ta][Tr][Tr][Ta][Ta],B-B-B-B-R-W-B-A-R-A-W-A-R-W-W-A-A-B-R-B-A-A-B-A-A-A-B-B-A-A,-11.712469088888891,0.0515439368060042,medium,medium,0.1428571428571428,2,0.2857142857142857,4,0.5714285714285714,3,0.0,0,4.0,0.1333333333333333,10.0,0.3333333333333333,12.0,0.4,4.0,0.1333333333333333,0.3734061033812481,30
479,[Ta][R][Tr][Ta][Ta][Ta][W][W][R][Tr][Tr][Tr][Tr][Ta][Ta][W][Tr][R][Ta][Ta][Tr][R][Ta][Tr][Ta][Ta][Tr][Tr][Ta][W],A-R-B-A-A-A-W-W-R-B-B-B-B-A-A-W-B-R-A-A-B-R-A-B-A-A-B-B-A-W,-11.455293311111111,-0.2058440968858945,medium,very small,0.1428571428571428,2,0.2857142857142857,4,0.5714285714285714,3,0.0,0,4.0,0.1333333333333333,10.0,0.3333333333333333,12.0,0.4,4.0,0.1333333333333333,0.3734061033812481,30
480,[Tr][Ta][W][W][Tr][Ta][Ta][Ta][Tr][Tr][Tr][Tr][Ta][Ta][R][Tr][Ta][W][Ta][Tr][Tr][Ta][R][R][Ta][Ta][W][Tr][R][W][Ta][W],B-A-W-W-B-A-A-A-B-B-B-B-A-A-R-B-A-W-A-B-B-A-R-R-A-A-W-B-R-W-A-W,-10.585826044444442,0.3014105225552365,large,very large,0.1428571428571428,2,0.2857142857142857,4,0.4285714285714285,3,0.1428571428571428,2,6.0,0.1875,10.0,0.3125,12.0,0.375,4.0,0.125,0.3765712127384098,32
481,[W][Ta][Ta][Ta][Tr][Ta][Ta][Tr][Ta][W][Tr][Ta][W][R][R][R][Tr][Tr][Tr][Tr][Ta][Tr][Ta][R][Tr][Ta][W][Ta][W][W][Ta][Tr],W-A-A-A-B-A-A-B-A-W-B-A-W-R-R-R-B-B-B-B-A-B-A-R-B-A-W-A-W-W-A-B,-10.458871355555551,0.2829481333419578,large,very large,0.2,2,0.2,4,0.4,3,0.2,3,6.0,0.1875,10.0,0.3125,12.0,0.375,4.0,0.125,0.3765712127384098,32
